id,de,en,es,fr,phe,kcal,protein,fat,carbs,sugar,fiber,salt,emoji
T305200,"Goldbutt/Scholle, tiefgefroren",Plaice deep-frozen,"Solla, congelada","Plie, surgelée",0.61,76,16.4,1.2,0,0,0,0.368,🐟
T311100,Flunder roh,Flounder raw,Platija cruda,Flet cru,0.7,88,16.5,2.39,0,0,0,0.4,🐟
T600100,Meerbarbe roh,Goatfish raw,Salmonete crudo,Rouget-barbet cru,0.784,98,20.1,2,0,0,0,0.178,🐟
T020100,Tintenfisch roh,Common cuttlefish raw,Sepia cruda,Seiche crue,0.649,73,16.1,0.98,0,0,0,0.968,🦑
W412000,Schwein Speck/Rückenspeck (grüner Speck) roh,Pork bacon (loin) raw,"Cerdo, tocino de lomo (sin curar) crudo","Porc, lard de dos (non salé) cru",0.25,746,4.41,80.92,0,0,0,0.0992,🥓
U205800,"Rind Fettgewebe, intermuskulär roh","Beef fatty tissue, intermuscular, raw","Vacuno, tejido graso intermuscular, crudo","Bœuf, tissu adipeux intermusculaire, cru",0.322,671,8.2,70.9,0,0,0,0.072,🥩
U753100,"Schaf Gulasch (Bug, fett) roh","Sheep goulash (shoulder, fat) raw","Oveja, gulash (paleta, grasa) crudo","Mouton, goulasch (épaule, gras) cru",0.8,294,17.2,25,0,0,0,0.242,🍲
U773100,"Schaf Bratenfleisch (Bug, fett) roh","Sheep meat for roasting (shoulder, fat) raw","Oveja, carne para asar (paleta, grasa) cruda","Mouton, viande à rôtir (épaule, gras) crue",0.8,294,17.2,25,0,0,0,0.242,🍖
U866100,"Hammel Bug/Schulter, roh","Mutton shoulder, raw","Carnero, paleta, cruda","Mouton castré, épaule, crue",0.71,287,15.6,25,0,0,0,0.242,🥩
V122100,"Ziege Fleisch, roh","Goat meat, raw","Cabra, carne, cruda","Chèvre, viande, crue",0.81,127,20.55,5.005,0,0,0,0.16,🥩
U882100,"Schaf Keule, mittelfett, roh","Sheep leg, medium fat, raw","Oveja, pierna, semigrasa, cruda","Mouton, gigot, mi-gras, cru",0.756,180,18.8,11.6,0,0,0,0.15,🥩
U741100,"Schaf Schnitzel (Keule, mager) roh","Sheep schnitzel (leg, lean) raw","Oveja, escalope (pierna, magra) crudo","Mouton, escalope (gigot, maigre) crue",0.9,128,22.6,4.2,0,0,0,0.16,🍖
U883100,"Schaf Keule, fett, roh","Sheep leg, fat, raw","Oveja, pierna, grasa, cruda","Mouton, gigot, gras, cru",0.77,234,18,18,0,0,0,0.168,🥩
F406100,Holunderbeere roh,Elderberry raw,Baya de saúco cruda,Baie de sureau crue,0.07,72,2.53,1.7,7.83,7.83,3.5,0.002,🫐
K512000,Tapioka/Tapiokastärke,Tapioca (granulated cassava starch),Tapioca (almidón de mandioca),Tapioca (fécule de manioc),0.03,346,0.625,0.24,84.9,0,1,0.01,🥔
K213000,Kartoffelpüree Instantpulver,Potatoes mashed instant powder,Puré de patata en polvo instantáneo,Purée de pommes de terre en poudre instantanée,0.42,329,7.4,0.467,70.7,0,6.05,0.345,🥔
K550000,Pfeilwurzelmehl/Marantastärke,Arrowroot flour,Harina de arrurruz,Farine d'arrow-root,0.012,341,0.3,0.1,83.1,0,3.4,0.005,🌾
P610000,Cognac,Cognac,Coñac,Cognac,0,221,0,0,0,0,0,0.005,🥃
P7A2000,Spirituosen mit bitterem Geschmack (Bitter),Bitter-tasting spirit drink or bitter,Bebida espirituosa amarga (bíter),Boisson spiritueuse amère (bitter),0,325,0,0,0,0,0,0.00035,🥃
V050100,Schnecken roh,"Snails edible/escargots, raw",Caracoles crudos,Escargots crus,0.422,68,14.4,1.2,0,0,0,0.175,🦪
T309100,Seezunge roh,Sole raw,Lenguado crudo,Sole crue,0.76,87,17.5,1.86,0,0,0,0.25,🐟
T313100,Rotzunge roh,Witch raw,Mendo crudo,Plie cynoglosse crue,0.673,71,15.5,1,0,0,0,0.302,🍖
U405800,"Kalb Fettgewebe, intermuskulär roh","Veal fatty tissue, intermuscular, raw","Ternera, tejido graso intermuscular, crudo","Veau, tissu adipeux intermusculaire, cru",0.322,671,8.2,70.9,0,0,0,0.072,🥩
U892100,"Schaf Hinterhaxe, mittelfett, roh","Sheep hindshank, medium fat, raw","Oveja, jarrete trasero, semigraso, crudo","Mouton, jarret arrière, mi-gras, cru",0.7,180,18.8,11.6,0,0,0,0.15,🥩
U742100,"Schaf Schnitzel (Keule, mittelfett) roh","Sheep schnitzel (leg, medium fat) raw","Oveja, escalope (pierna, semigrasa) crudo","Mouton, escalope (gigot, mi-gras) crue",0.8,180,18.8,11.6,0,0,0,0.15,🍖
U886100,"Hammel Keule, roh","Mutton leg, raw","Carnero, pierna, cruda","Mouton castré, gigot, cru",0.81,234,18,18,0,0,0,0.195,🥩
K240400,Kartoffelkloß (aus rohen Kartoffeln) Trockenprodukt,Potato dumpling (from raw potatoes) dehydrated product,Bola de patata (de patata cruda) producto seco,Boulette de pomme de terre (de pommes de terre crues) produit sec,0.28,320,6.03,0.227,70.7,0,5.67,3.475,🥟
K240500,Kartoffelkloß (aus gekochten Kartoffeln) Trockenprodukt,Potato dumpling (from boiled potatoes) dehydrated product,Bola de patata (de patata cocida) producto seco,Boulette de pomme de terre (de pommes de terre cuites) produit sec,0.34,324,5.76,1.09,70.7,0,4.38,3,🥟
T309200,Seezunge tiefgefroren,Sole deep-frozen,Lenguado congelado,Sole surgelée,0.725,73,16.7,0.7,0,0,0,0.288,🐟
U872100,"Schaf Vorderhaxe, mittelfett, roh","Sheep foreshank, medium fat, raw","Oveja, jarrete delantero, semigraso, crudo","Mouton, jarret avant, mi-gras, cru",0.7,180,18.8,11.6,0,0,0,0.15,🥩
B121000,Roggenvollkornbrot,Wholemeal rye bread,Pan integral de centeno,Pain complet de seigle,0.25,193,6.04,1.81,32.49,4.58,9.62,1.1012,🍞
B271000,Roggenmischbrot,Rye-wheat bread (> 50 % and < 90 % rye),Pan mixto de centeno,Pain mixte au seigle,0.35,218,7.38,0.97,41.96,1.26,6.1,1.47,🍞
B311000,Weizenbrot/Weißbrot,White bread/wheat bread,Pan de trigo/pan blanco,Pain de blé/pain blanc,0.51,272,8.69,2.97,50.54,3.97,4,1.4205,🍞
B511000,Weizenbrötchen,Wheat roll,Panecillo de trigo,Petit pain de blé,0.49,280,10.09,1.81,53.97,3.07,3.6,1.828,🥖
C114000,Weizen Keim,Wheat germ,Germen de trigo,Germe de blé,0.97,324,28.48,8.34,24.54,2.49511,18.46,0.0018,🌾
C118000,"Quinoa weiß, roh","Quinoa white, raw","Quinoa blanca, cruda","Quinoa blanc, cru",0.56,361,12.56,6.29,59.65,1.75005,7.6,0.0088,🌾
C211000,Weizen Vollkornmehl,Wheat wholemeal flour,Harina integral de trigo,Farine complète de blé,0.58,339,12.76,1.78,61.78,0.74378,12.27,0.0018,🌾
C212000,"Weizen Backschrot, Type 1700","Wheat coarse meal, Type 1700","Trigo molido grueso para panificación, tipo 1700","Blé concassé de panification, type 1700",0.56,341,12.52,1.8,62.39,1.13144,12.56,0.0018,🌾
C213100,"Weizen Mehl, Type 812","Wheat flour, Type 812","Harina de trigo, tipo 812","Farine de blé, type 812",0.58,352,12.44,1.38,69.29,0.48536,6.54,0.0055,🌾
C213200,"Weizen Mehl, Type 1050","Wheat flour, Type 1050","Harina de trigo, tipo 1050","Farine de blé, type 1050",0.61,352,13.08,1.7,67.91,0.52632,6.4,0.0018,🌾
C213500,"Weizen Mehl, Type 1600","Wheat flour, Type 1600","Harina de trigo, tipo 1600","Farine de blé, type 1600",0.64,339,14.52,2.44,59.27,0.68615,11.07,0.0018,🌾
C214100,"Weizen Mehl, Type 405","Wheat flour, Type 405","Harina de trigo, tipo 405","Farine de blé, type 405",0.51,348,10.46,0.93,71.77,0.30701,5.3,0.0022,🌾
C214200,"Weizen Mehl, Type 550","Wheat flour, Type 550","Harina de trigo, tipo 550","Farine de blé, type 550",0.57,349,11.94,1.09,70.55,0.46708,4.86,0.0018,🌾
C217000,Weizen Kleie,Wheat bran,Salvado de trigo,Son de blé,0.67,266,17.2,3.95,18.92,1.36327,43.16,0.0028,🌾
C223100,"Roggen Mehl, Type 815","Rye flour, Type 815","Harina de centeno, tipo 815","Farine de seigle, type 815",0.344,323,7.54,0.92,65.17,1.107,11.88,0.0018,🌾
C235000,Dinkel Vollkornmehl,Spelt wholemeal flour,Harina integral de espelta,Farine complète d'épeautre,0.614,335,13.42,2.3,60.13,1.046,10.15,0.003,🌾
C322000,Buchweizen roh,Buckwheat raw,Trigo sarraceno crudo,Sarrasin cru,0.58,339,13.05,3.13,61.86,1.05096,5.53,0.0008,🥣
C332000,Hirse roh,Millet raw,Mijo crudo,Millet cru,0.64,352,11.79,3.13,67.6,0.55507,3.3,0.001,🌾
C515000,Cornflakes gesüßt,Cornflakes sweetened,Copos de maíz endulzados,Corn flakes sucrés,0.34,366,6.24,1.75,79.35,1.29,4.19,0.8638,🌽
C515400,Cornflakes ungesüßt,Cornflakes unsweetened,Copos de maíz sin endulzar,Corn flakes non sucrés,0.402,376,7.18,0.84,82.96,0.71,4.13,0.1472,🌽
C532700,Reiswaffeln ungesalzen,Puffed rice waffles unsalted,Tortitas de arroz sin sal,Galettes de riz non salées,0.39,371,8,2.42,77.47,0.42,3.63,0.0125,🧇
C533100,Maiswaffeln gesalzen,Puffed maize waffles salted,Tortitas de maíz saladas,Galettes de maïs salées,0.397,389,7.98,3.93,79.4,0,2.22,0.2612,🌽
C534300,"Cerealien extrudiert, gesüßt, ungefüllt, mit Frucht-/Honig-/Karamell-/Schokogeschmack","Extruded cereals sweetened, unfilled, fruit/honey/caramel/chocolate flavoured","Cereales extrusionados, endulzados, sin relleno, sabor a fruta/miel/caramelo/chocolate","Céréales extrudées, sucrées, sans fourrage, arôme fruit/miel/caramel/chocolat",0.422,371,7.92,2.76,75.33,26.62,5.44,0.547,🥣
C534500,"Cerealien extrudiert, gesüßt, divers gefüllt","Extruded cereals sweetened, variously filled","Cereales extrusionados, endulzados, con relleno variado","Céréales extrudées, sucrées, fourrées diverses",0.319,481,6.98,21.08,63.7,39,4.03,0.2962,🥣
C537000,"Weizenpops/Weizen gepufft, gesüßt","Wheat pops/wheat puffed, sweetened","Trigo inflado, endulzado","Blé soufflé, sucré",0.464,372,9.34,1.8,76.52,22.74,5.64,0.0048,🌾
C539100,"Cerealien aus Vollkornweizenschrot, gesüßt, ungefüllt, Natur/Frucht/Schokolade","Wholemeal wheat cereals sweetened, unfilled, basic/fruit/chocolate","Cereales de trigo integral, endulzados, sin relleno, natural/fruta/chocolate","Céréales de blé complet, sucrées, sans fourrage, nature/fruit/chocolat",0.535,363,10.36,1.8,71.29,15.2,9.64,0.0045,🥣
C650000,Reisdrink ungesüßt,Rice drink unsweetened,Bebida de arroz sin endulzar,Boisson au riz non sucrée,0,59,0,1.04,12.31,6.58,0,0.0975,🥛
C660000,Haferdrink ungesüßt,Oat drink unsweetened,Bebida de avena sin endulzar,Boisson à l'avoine non sucrée,0.03323,29,0.74,1.01,4,3.815,0.45,0.118089,🥛
D038000,Zwieback eifrei,Rusk egg-free,Biscote sin huevo,Biscotte sans œuf,0.543,414,11.05,7.86,72.21,13.29,4.62,0.6725,🍪
H110600,Erdnuss geröstet,Peanut roasted,Cacahuete tostado,Cacahuète grillée,1.54,620,29,49.7,9.9,4.9,8.4,0.008,🥜
D064000,Salzbrezeln/Salzstangen (Laugendauergebäck),Salted pretzels/pretzel sticks (snack),Pretzels salados/palitos salados (bollería de lejía),Bretzels salés/bâtonnets salés (biscuiterie au lait de chaux),0.72,389,11.54,4.3,73.72,2.41,4.17,4.025,🥨
D630400,Butterkekse/Butterplätzchen (Mürbeteig),Shortbread biscuits,Galletas de mantequilla (masa quebrada),Biscuits au beurre (pâte sablée),0.364,456,7.54,16.12,68.89,27.06,2.41,0.8212,🍪
E111100,Hühnerei roh,Chicken egg raw,Huevo de gallina crudo,Œuf de poule cru,0.758,135,13.175,9,0.34,0.34,0,0.385,🥚
E111500,Hühnerei Pulver,Chicken egg powder,Huevo de gallina en polvo,Œuf de poule en poudre,2.64,562,46,41.8,0.56,0.56,0,1.302,🥚
E112100,"Hühnerei Eigelb, roh","Chicken egg yolk, raw","Yema de huevo de gallina, cruda","Jaune d'œuf de poule, cru",0.675,345,15.6,31.3,0.21,0.21,0,0.13,🥚
E112400,"Hühnerei Eigelb, getrocknet","Chicken egg yolk, dried","Yema de huevo de gallina, seca","Jaune d'œuf de poule, séché",1.47,671,34.2,59.3,0.23,0.23,0,0.228,🥚
E113100,"Hühnerei Eiklar, roh","Chicken egg white, raw","Clara de huevo de gallina, cruda","Blanc d'œuf de poule, cru",0.667,42,9.9,0.03,0.41,0.41,0,0.462,🥚
E113400,"Hühnerei Eiklar, getrocknet","Chicken egg white, dried","Clara de huevo de gallina, seca","Blanc d'œuf de poule, séché",4.74,338,81.1,0.12,3.1,3.1,0,3.55,🥚
F081100,Rhabarber roh,Rhubarb raw,Ruibarbo crudo,Rhubarbe crue,0.017,20,0.6,0.14,1.359,1.129,3.2,0.005,🥬
F110100,Apfel roh,Apple raw,Manzana cruda,Pomme crue,0.009,58,0.424,0.5,11.7,10.487,2.275,0.002,🍎
F110400,Apfel getrocknet,Apple dried,Manzana seca,Pomme séchée,0.034,242,1.29,0,53.43,51.58,9.28,0.202,🍎
F201400,Aprikose getrocknet,Apricot dried,Albaricoque seco,Abricot séché,0.054,216,2.66,0.23,44,38.46,6.04,0.0052,🍑
F203902,"Pfirsich gezuckert, Konserve, abgetropft","Peach sugared, canned, drained","Melocotón azucarado, conserva, escurrido","Pêche sucrée, conserve, égouttée",0,65,0.54,0,14.8,14.58,1.34,0.0045,🍑
F212902,"Sauerkirsche gezuckert, Konserve, abgetropft","Sour cherry sugared, canned, drained","Guinda azucarada, conserva, escurrida","Griotte sucrée, conserve, égouttée",0.023,52,0.84,0.21,11.06,10.1,1.08,0.002,🍒
F220400,Pflaume getrocknet,Plum dried (prunes),Ciruela seca (ciruela pasa),Prune séchée (pruneau),0.055,205,2.29,0,44.2,37.2,6.12,0.0045,🍑
F402100,Hagebutte roh,Rose hip raw,Escaramujo crudo,Cynorhodon cru,0.133,111,3.6,0.6,16.2,16.2,6.1,0.06,🫐
F405100,Sanddornbeere roh,Sea buckthorn berry raw,Baya de espino amarillo cruda,Baie d'argousier crue,0.039,51,1.42,3.2,2.4,2.3,3.6,0.01,🫐
F414400,"Cranberries getrocknet, gezuckert","Cranberries dried, sugared","Arándanos rojos americanos secos, azucarados","Canneberges séchées, sucrées",0,287,0.53,0.34,68.61,67.46,3.9,0.0382,🫐
F501902,"Ananas gezuckert, Konserve, abgetropft","Pineapple sugared, canned, drained","Piña azucarada, conserva, escurrida","Ananas sucré, conserve, égoutté",0.014,61,0.4,0,14.01,14.01,1.27,0.0032,🍍
F502100,Avocado roh,Avocado raw,Aguacate crudo,Avocat cru,0.06,132,1.37,12.5,1.37,1.37,4.1,0.012,🥑
F503100,Banane roh,Banana raw,Plátano crudo,Banane crue,0.034,79,1.319,0.4,15.89,13.89,2,0.0013,🍌
F504400,Dattel getrocknet,Date dried,Dátil seco,Datte séchée,0.04,356,2.64,0.36,79.3,78.92,11.16,0.0118,🥭
F505100,Feige roh,Fig raw,Higo crudo,Figue crue,0.043,52,1.3,0.5,9.6,9.6,2.02,0.002,🥭
F505400,Feige getrocknet,Fig dried,Higo seco,Figue séchée,0.116,276,3.54,1.28,55.17,55.13,13,0.335,🥭
F507100,Kaki roh,Persimmon raw,Caqui crudo,Kaki cru,0.03,67,0.7,0.3,14.125,14.125,2.46,0.004,🥭
F508100,"Maracuja/Passionsfrucht, roh",Passion fruit raw,"Maracuyá/fruta de la pasión, cruda","Fruit de la passion, cru",0.0306,57,0.71331,0.2,9.54,9.54,1.4,0.0224,🥭
F514100,Kiwi roh,Kiwi fruit raw,Kiwi crudo,Kiwi cru,0.026,61,0.9,0.5,10.1,10.1,3.9,0.008,🥝
F523100,Brotfrucht roh,Breadfruit raw,Fruto del pan crudo,Fruit à pain cru,0.036,100,1.3,0.3,22.529,2.9,0.9,0.02,🍇
F532100,"Netzmelone/Cantaloupmelone, roh","Musk melon/cantaloup, raw",Melón cantalupo crudo,Melon cantaloup cru,0.023,25,0.84,0.19,4.5,4.5,0.8,0.025,🍈
F549100,Jackfrucht roh,Jackfruit raw,Yaca cruda,Jaque cru,0.03,78,1.1,0.45,15.31,14.6,4.15,0.005,🍇
F553100,"Karambole/Sternfrucht, roh","Carambola/star fruit, raw","Carambola/fruta estrella, cruda","Carambole, crue",0.031,27,1.2,0.5,3.5,3.5,1.9,0.005,🍇
F556100,Kaktusfeige roh,Prickly pear raw,Higo chumbo crudo,Figue de Barbarie crue,0.027,52,1,0.4,8.63,8.63,5,0,🥭
F563100,"Feijoa/Ananas-Guave, roh","Feijoa/pineapple guava, raw","Feijoa/guayaba piña, cruda","Feijoa/goyave-ananas, crue",0.019,53,0.8,0.42,8.4,8.2,6.4,0.008,🍍
F603600,Orangensaft,Orange juice,Zumo de naranja,Jus d'orange,0.0077,41,0.75,0,8.5,8.5,0.31,0.005,🧃
F606902,"Mandarine gezuckert, Konserve, abgetropft","Mandarin sugared, canned, drained","Mandarina azucarada, conserva, escurrida","Mandarine sucrée, conserve, égouttée",0,72,0.51,0.31,16.15,16.15,0.51,0.0128,🍊
F850100,"Bananenchips frittiert, gesüßt","Banana crips/banana chips, deep-fried, sweetened","Chips de plátano fritos, endulzados","Chips de banane frites, sucrées",0.061,490,1.88,30.32,49.35,10.7,5.16,0.002,🍌
G061000,Basilikum roh,Basil raw,Albahaca cruda,Basilic cru,0.13,23,3.15,0.64,0.31,0.31,1.6,0.01,🥬
G081100,Schnittlauch roh,Chives raw,Cebollino crudo,Ciboulette crue,0.084,29,2.6,0.74,1.54,1.54,2.6,0.024,🧅
G081400,Schnittlauch getrocknet,Chives dried,Cebollino seco,Ciboulette séchée,0.682,169,21.2,3.5,0,0,26.2,0.175,🧅
G104100,"Feldsalat/Rapunzel, roh",Lamb's lettuce raw,Canónigos crudos,Mâche crue,0.096,18,1.9,0.36,0.808,0.8,1.8,0.02515,🥬
G105100,Kopfsalat roh,Butterhead lettuce raw,Lechuga mantecosa cruda,Laitue beurre crue,0.054,18,1.5,0.22,1.7,1.7,1.4,0.078,🥬
G106100,Radicchio roh,"Radicchio/red Italian chicory, raw",Radicchio crudo,Trévise crue,0.034,20,1.4,0.25,2.6,1.6,0.9,0.055,🥬
G107100,"Römischer Salat/Romanasalat, roh","Cos lettuce/Romaine lettuce, raw","Lechuga romana, cruda","Laitue romaine, crue",0.034,14,1.2,0.13,1.3,1.3,1.6,0.022,🥬
G211100,Spinat roh,Spinach raw,Espinaca cruda,Épinard cru,0.11,18,2.067,0.3,0.93,0.75,1.8,0.125,🥬
G250400,Petersilienblatt getrocknet,Parsley leaf dried,Hoja de perejil seca,Feuille de persil séchée,1.71,238,26.6,5.5,7.3,7.3,26.7,1.13,🥬
G261100,Brennnessel roh,Stinging nettle raw,Ortiga cruda,Ortie crue,0.285,46,7.37,0.61,1.309,0.847,3.11,0,🥬
G262100,Löwenzahn roh,Dandelion raw,Diente de león crudo,Pissenlit cru,0.139,34,3.13,0.62,2.44,2.349,3.02,0.19,🥬
G263100,Sauerampfer roh,Sorrel raw,Acedera cruda,Oseille crue,0.123,25,3.19,0.36,1.16,0.723,1.95,0,🥬
G280100,Gartenkresse roh,Garden cress raw,Mastuerzo crudo,Cresson alénois cru,0.152,31,4.2,0.7,0.23,0.23,3.52,0.03158,🥬
G311100,Blumenkohl roh,Cauliflower raw,Coliflor cruda,Chou-fleur cru,0.077,35,2.424,0.28,5.33,2.16,2.9,0.03,🥦
G312100,Broccoli roh,Broccoli raw,Brócoli crudo,Brocoli cru,0.12,35,3.622,0.5967,2.3,1.38,3,0.065,🥦
G341100,Rotkohl roh,Red cabbage raw,Lombarda cruda,Chou rouge cru,0.032,28,1.563,0.18,3.732,3.66,2.5,0.028,🥬
G341900,Rotkohlgemüse (küchenfertig) Konserve,Red cabbage canned undrained,Lombarda (lista para servir) conserva,Chou rouge (prêt à l'emploi) conserve,0.025,56,1.3,0.15,10.29,9.74,3.21,1.0688,🥬
G342100,Weißkohl roh,White cabbage raw,Col blanca cruda,Chou blanc cru,0.03,32,1.382,0.19,4.54,4.4,3,0.012,🥬
G345902,"Sauerkraut Konserve, abgetropft","Sauerkraut canned, drained","Chucrut en conserva, escurrido","Choucroute en conserve, égouttée",0.022,34,1.15,0.41,2.37,2.15,3.95,0.9812,🥬
G431100,"Fenchelblatt/Bologneser Fenchel, roh","Roman fennel/sweet fennel, raw","Hoja de hinojo, cruda","Feuille de fenouil, crue",0.14,33,2.43,0.3,3.24,2.75,4.19,0.215,🥕
G450100,Spargel roh,Asparagus raw,Espárrago crudo,Asperge crue,0.06,28,1.96,0.156,3.98,3.8,1.4,0.00535,🥕
G470100,"Porree/Lauch, roh",Leek raw,"Puerro, crudo","Poireau, cru",0.063,36,2.14,0.25,5,3.8,2.2,0.0012,🧅
G530100,Okra roh,Okra raw,Okra cruda,Gombo cru,0.065,32,2.1,0.2,3.05,3.05,4.9,0.01,🥕
G561100,Tomate roh,Tomato raw,Tomate crudo,Tomate crue,0.024,22,0.95,0.11,3.25,3.25,1.3,0.01,🍅
G570100,Zuckermais roh,Sweetcorn raw,Maíz dulce crudo,Maïs doux cru,0.2,67,3.28,1.23,9.4,3.4,2.8,0.005,🌽
G570902,"Zuckermais Konserve, abgetropft","Sweetcorn canned, drained","Maíz dulce en conserva, escurrido","Maïs doux en conserve, égoutté",0.119,79,2.71,1.94,10.84,6.22,3.59,0.3725,🌽
G581100,Kürbis Pumpkin (C. pepo) roh,Pumpkin (C. pepo) raw,Calabaza (C. pepo) cruda,Citrouille (C. pepo) crue,0.029,36,1.1,0.13,5.81,5.1,3.43,0.002228,🎃
G613100,"Rote Rübe/Rote Bete, roh",Beetroot raw,"Remolacha, cruda","Betterave rouge, crue",0.026,43,2.063,0.1,7.22,7.22,2.5,0.142,🥕
G620100,"Karotte/Möhre, roh",Carrot raw,"Zanahoria, cruda","Carotte, crue",0.031,40,0.84,0.4,6.471,6.37,2.9,0.0568,🥕
G890702,"Salzgurke/Salzdillgurke, milchsauer fermentiert, abgetropft","Gherkin lactic acid fermented, drained","Pepino en salmuera con eneldo, fermentado en ácido láctico, escurrido","Cornichon au sel et à l'aneth, fermenté lactique, égoutté",0.012,12,0.52,0,1.38,1.36,0.7,2.2488,🥒
G995000,Nori-Blatt geröstet,Sushi nori (toasted),Alga nori tostada,Feuille de nori grillée,1.3,261,38.26,4.36,1.76,0.48,30.6,1.83,🥬
H012000,Sojalecithin,Soya bean lecithin,Lecitina de soja,Lécithine de soja,0,760,0,83,3.2,3.2,0,0,🫘
H880200,Erdnussbutter/Erdnusscreme,Peanut butter,Mantequilla de cacahuete,Beurre de cacahuète,1.235,606,24.08,47.78,16.09,11.72,7.44,0.7912,🥜
H130100,Haselnuss,Hazelnut,Avellana,Noisette,0.68,667,16.25,63.3,4.2,3.85,7.6,0,🥜
H150100,"Kokos Fruchtfleisch, roh","Coconut meat, raw","Pulpa de coco, cruda","Chair de noix de coco, crue",0.18,378,4.623,36.5,3.5,3.5,8.32984,0.088,🥜
H150400,"Kokos Fruchtfleisch, geraspelt, getrocknet","Coconut meat, grated, dried","Pulpa de coco, rallada, seca","Chair de noix de coco, râpée, séchée",0.3,676,7.38,65.2,7.8,7.1,14.8,0.0502,🥜
H151000,Kokoswasser (Fruchtwasser),Coconut water (liquid from coconuts),Agua de coco,Eau de coco,0.01,10,0.25,0.4,1.28,1.28,,0.118,🥜
H170100,Cashewkern,Cashew nut,Anacardo,Noix de cajou,0.97,618,21.01,47.1,26,6.15,3,0.025,🥜
H180100,Paranuss,Brazil nut,Nuez de Brasil,Noix du Brésil,0.71,704,16.96,68.1,2.8,2.39,5.8,0.059,🥜
H230100,Edelkastanie/Marone,Sweet chestnut,Castaña,Châtaigne,0.11,210,2.925,1.9,41.2,13.9,8.37,0.005,🌰
H250600,Pistazie geröstet ohne Fett,Pistachio nut roasted without fat,Pistacho tostado sin grasa,Pistache grillée sans matière grasse,1.145,603,24.18,49.3,7.6,6.62,16.28,0.0065,🥜
H310100,Kürbiskern,Pumpkin seed,Pipa de calabaza,Graine de courge,1.7,588,35.49,46.34,2.81,1.34,8.66,0.0692,🌰
H739400,Gartenbohne reif,Haricot bean mature,Judía blanca madura,Haricot blanc mûr,1.4,344,22.6185,1.6,45.751,2.03,23.24,0.01,🫘
H765000,"Sojaschnetzel/Sojagranulat, texturiert, trocken","Plant-based mince, made from texturised soya protein, plain, dry","Soja texturizada en granulado, seca","Protéine de soja texturisée en granulés, sèche",3.03,351,50.2,6.74,13.46,13.46,18.05,0.004,🫘
H770100,Mungbohne reif,Mung bean mature,Judía mungo madura,Haricot mungo mûr,1.44,292,23.9,1.15,38.7,1.5,15.6,0.035,🫘
H800000,Mandeldrink ungesüßt,Almond drink unsweetened,Bebida de almendra sin endulzar,Boisson à l'amande non sucrée,0.0394,24,0.87,2.159,0.2,0.173,0.13,0.12751099,🥛
H843200,"Dessert/Puddingalternative, pflanzlich",Plant-based dessert/pudding alternative,Postre vegetal (alternativa a las natillas),Dessert végétal (alternative à la crème dessert),0.098,89,2.32,3.78,10.85,10.82,0.99,0.065,🫘
